		igntype=	4
		&aeriallist
		naerial=	53
	targettemp=	1000.00
	ramprate=	127.00
/
540 100 21.94 
520 100 22.72 
500 100 23.50 
540 250 30.39 
520 250 31.17 
500 250 31.94 
540 400 38.83 
520 400 39.61 
500 400 40.39 
425 175 50.00 
395 175 51.17 
365 175 52.33 
335 175 53.50 
425 325 59.50 
395 325 60.67 
365 325 61.83 
335 325 63.00 
425 475 69.00 
395 475 70.17 
365 475 71.34 
335 475 72.50 
335 212 84.00 
305 212 85.17 
275 212 86.33 
245 212 87.50 
335 362 93.50 
325 362 94.67 
275 362 95.83 
245 362 97.00 
335 512 103.00 
305 512 104.17 
275 512 105.34 
245 512 106.50 
60 475 117.50 
80 475 118.28 
100 475 119.06 
120 475 119.83 
140 475 120.61 
160 475 121.39 
60 325 127.39 
80 325 128.17 
100 325 128.94 
120 325 129.72 
140 325 130.50 
160 325 131.28 
110 212 137.50 
130 212 138.28 
150 212 139.06 
170 212 139.83 
110 100 143.83 
130 100 144.61 
150 100 145.39 
170 100 146.17 
