"plots" "tag" "X" "Y" "SPECIESID" "dbh" "height" "pft" "n" "balive" "bdead" "lai"
1 26 514170.5817 3374922.192 "PINPAL" 33.5 19.8 2 0.000143910513197452 13.1485593167437 190.255673834003 0.0122342222565514
1 49 514181.9484 3374895.888 "PINPAL" 33.5 21.3 2 0.000143910513197452 13.1812565116472 190.255673834003 0.0122342222565514
1 76 514169.411 3374878.285 "PINPAL" 33.5 18.9 2 0.000143910513197452 13.1289409998016 190.255673834003 0.0122342222565514
1 10 514150.9593 3374944.053 "PINPAL" 33.3 20.7 2 0.000143910513197452 13.0192865938577 187.723020582894 0.0120958913406162
1 37 514192.9799 3374905.721 "PINPAL" 33.3 20.7 2 0.000143910513197452 13.0192865938577 187.723020582894 0.0120958913406162
1 51 514148.0575 3374903.036 "PINPAL" 33 18.9 2 0.000143910513197452 12.7593214798569 183.959210284762 0.0118897917836418
1 48 514190.7 3374895.512 "PINPAL" 32.8 19.8 2 0.000143910513197452 12.6317205882041 181.473410559768 0.01175332395253
1 91 514211.3969 3374859.346 "PINPAL" 32.5 23.2 2 0.000143910513197452 12.4831925783984 177.779754016012 0.0115500211609633
1 13 514153.1168 3374937.839 "PINPAL" 32.3 21.3 2 0.000143910513197452 12.2990711235626 175.340638646927 0.0114154192767465
1 61 514192.9774 3374878.327 "PINPAL" 32.3 20.1 2 0.000143910513197452 12.2746640345842 175.340638646927 0.0114154192767465
1 52 514166.0032 3374893.983 "PINPAL" 32 19.2 2 0.000143910513197452 12.0410866669325 171.716880622242 0.0112149175799241
1 79 514156.0966 3374867.795 "PINPAL" 31.5 19.2 2 0.000143910513197452 11.6863157193389 165.770160692704 0.0108844883547995
1 18 514187.6238 3374929.13 "PINPAL" 31.2 20.1 2 0.000143910513197452 11.4930050670174 162.257701841359 0.0106884776007004
1 62 514194.2148 3374878.661 "PINPAL" 31.2 21.6 2 0.000143910513197452 11.5215711031743 162.257701841359 0.0106884776007004
1 64 514210.3684 3374882.616 "PINPAL" 31.2 23.2 2 0.000143910513197452 11.5520415417415 162.257701841359 0.0106884776007004
1 66 514213.6351 3374879.374 "PINPAL" 31.2 20.7 2 0.000143910513197452 11.5044314814802 162.257701841359 0.0106884776007004
1 56 514183.9459 3374887.291 "PINPAL" 31 22.3 2 0.000143910513197452 11.3948913530821 159.939159672756 0.0105587409268003
1 75 514174.3144 3374870.856 "PINPAL" 31 19.2 2 0.000143910513197452 11.3365714627169 159.939159672756 0.0105587409268003
1 59 514195.5727 3374882.209 "PINPAL" 30.7 20.4 2 0.000143910513197452 11.1513034649811 156.495921387069 0.0103655428771561
1 53 514176.8892 3374883.071 "PINPAL" 30.5 20.7 2 0.000143910513197452 11.0192232690164 154.223437719098 0.010237682868345
1 99 514179.8956 3374844.101 "PINPAL" 30.5 19.5 2 0.000143910513197452 10.9973342756608 154.223437719098 0.010237682868345
1 65 514211.9468 3374879.05 "PINPAL" 30 21.6 2 0.000143910513197452 10.6946208651222 148.622549548513 0.00992132188754617
1 25 514178.7998 3374926.215 "PINPAL" 29.7 19.8 2 0.000143910513197452 10.46122585803 145.316949533202 0.00973376315533994
1 67 514214.3037 3374867.107 "PINPAL" 29.5 20.7 2 0.000143910513197452 10.3432636774758 143.136044279709 0.00960966583292775
1 38 514192.4095 3374901.642 "PINPAL" 29.2 19.5 2 0.000143910513197452 10.1242780989677 139.898855191926 0.00942493388398298
1 95 514201.6317 3374849.748 "PINPAL" 29.2 18.3 2 0.000143910513197452 10.1041268286249 139.898855191926 0.00942493388398298
1 43 514205.817 3374899.687 "PINPAL" 29 17.7 2 0.000143910513197452 9.96316370087395 137.763465267847 0.00930272269838853
1 46 514193.5702 3374894.629 "PINPAL" 29 19.8 2 0.000143910513197452 9.99797115353853 137.763465267847 0.00930272269838853
1 35 514174.7114 3374904.755 "PINPAL" 28.4 18.9 2 0.000143910513197452 9.59447323870196 131.466101369154 0.00894062346982805
1 58 514193.3051 3374884.589 "PINPAL" 28.4 20.7 2 0.000143910513197452 9.62314690200686 131.466101369154 0.00894062346982805
1 89 514203.921 3374852.809 "PINPAL" 28.4 18 2 0.000143910513197452 9.58013640704951 131.466101369154 0.00894062346982805
1 3 514186.9974 3374938.482 "PINPAL" 28.2 19.8 2 0.000143910513197452 9.48071601796081 129.403148574348 0.00882143694383884
1 12 514155.3611 3374938.584 "PINPAL" 28.2 21.6 2 0.000143910513197452 9.50900743562834 129.403148574348 0.00882143694383884
1 14 514161.0065 3374928.796 "PINPAL" 28.2 20.7 2 0.000143910513197452 9.49486172679457 129.403148574348 0.00882143694383884
1 40 514204.3217 3374913.061 "PINPAL" 27.9 21.6 2 0.000143910513197452 9.31782419975945 126.342523207026 0.00864407764831263
1 81 514168.6563 3374868.41 "PINPAL" 27.9 15.5 2 0.000143910513197452 9.22387537202177 126.342523207026 0.00864407764831263
1 88 514200.4822 3374855.497 "PINPAL" 27.9 17.1 2 0.000143910513197452 9.24851768749395 126.342523207026 0.00864407764831263
1 39 514204.0512 3374914.468 "PINPAL" 27.7 21.6 2 0.000143910513197452 9.19139037465726 124.324597605687 0.00852678590958411
1 70 514187.641 3374872.026 "PINPAL" 27.4 19.5 2 0.000143910513197452 8.97202241611107 121.331369234818 0.0083522713669908
1 83 514209.6536 3374864.297 "PINPAL" 27.4 20.1 2 0.000143910513197452 8.98095133170689 121.331369234818 0.0083522713669908
1 8 514161.8612 3374942.904 "PINPAL" 27.2 21 2 0.000143910513197452 8.87008042709595 119.358278486831 0.00823687786083247
1 100 514162.1603 3374846.283 "QUELAE" 27.2 11.3 3 0.000143910513197452 6.44824348526437 270.833720165605 0.0102191996745307
1 45 514197.9912 3374896.563 "PINPAL" 26.9 21.3 2 0.000143910513197452 8.68953031735851 116.43215660815 0.00806521329083222
1 71 514187.3661 3374876.768 "PINPAL" 26.9 1.5 2 0.000143910513197452 8.40500303323749 116.43215660815 0.00806521329083222
1 4 514182.29 3374942.797 "PINPAL" 26.2 18.3 2 0.000143910513197452 8.22414779244568 109.76038685592 0.00767132583651998
1 22 514186.2226 3374922.013 "QUELAE" 25.9 11.6 3 0.000143910513197452 6.00983527767399 240.126562895962 0.0095163473674398
1 41 514201.7258 3374909.7 "PINPAL" 25.9 18 2 0.000143910513197452 8.04222866173665 106.967589980374 0.0075053773002582
1 34 514179.7457 3374885.324 "PINPAL" 24.9 21 2 0.000143910513197452 7.50004327171111 97.9448212278768 0.00696464264194597
1 54 514176.1728 3374880.566 "PINPAL" 24.9 21 2 0.000143910513197452 7.50004327171111 97.9448212278768 0.00696464264194597
1 68 514206.5625 3374865.357 "PINPAL" 24.6 20.1 2 0.000143910513197452 7.31846150046298 95.3235282685708 0.0068061582991703
1 63 514208.019 3374881.527 "PINPAL" 24.4 18.3 2 0.000143910513197452 7.18439222558497 93.5978279284976 0.0067014619740234
1 1 514200.6283 3374948.994 "PINPAL" 24.1 19.8 2 0.000143910513197452 7.03507035848724 91.0419351567963 0.00654585892513772
1 11 514153.7561 3374940.599 "PINPAL" 23.9 20.1 2 0.000143910513197452 6.92805996537434 89.3597286657201 0.0064430854527962
1 50 514165.5197 3374896.864 "QUELAE" 23.6 11.3 3 0.000143910513197452 5.24482059184868 191.07303322088 0.00831201070612093
1 93 514210.2281 3374857.893 "PINPAL" 23.6 19.5 2 0.000143910513197452 6.7571245613717 86.8689159118581 0.00629036970480485
1 32 514170.255 3374907.908 "PINPAL" 23.4 17.4 2 0.000143910513197452 6.62563604972453 85.2299881319201 0.00618952313586523
1 57 514191.4606 3374886.248 "PINPAL" 23.4 19.5 2 0.000143910513197452 6.64879502592461 85.2299881319201 0.00618952313586523
1 72 514180.9861 3374876.051 "PINPAL" 23.4 18 2 0.000143910513197452 6.63225290006741 85.2299881319201 0.00618952313586523
1 31 514151.7162 3374908.194 "PINPAL" 22.9 18.6 2 0.000143910513197452 6.37207407700328 81.2080624155376 0.00594078531524458
1 60 514199.6203 3374883.489 "PINPAL" 22.6 19.8 2 0.000143910513197452 6.22687298763065 78.8464284974625 0.00579386275399608
1 101 514154.4645 3374846.428 "QUELAE" 22.6 8.8 3 0.000143910513197452 4.8898415624273 171.788972030529 0.0078045327714808
1 90 514211.0334 3374858.503 "PINPAL" 22.1 21.9 2 0.000143910513197452 5.98864209188365 74.9958527328997 0.0055528661507836
1 97 514175.5088 3374845.38 "QUELAE" 21.8 10.1 3 0.000143910513197452 4.6571882386028 157.229965934422 0.00740582299414142
1 2 514193.338 3374939.975 "QUELAE" 21.6 11.3 3 0.000143910513197452 4.61077447850321 153.709171453179 0.00730717212489421
1 19 514196.0544 3374932.033 "QUELAE" 21.3 10.1 3 0.000143910513197452 4.50258496494088 148.516390533834 0.00715997412130339
1 20 514200.8836 3374929.956 "QUEMRG" 20.3 7.6 3 0.000143910513197452 4.168589854099 131.965159984585 0.00667614660137516
1 33 514170.7602 3374910.501 "PINPAL" 19.8 13.1 2 0.000143910513197452 4.78998734322725 58.6440607396356 0.00450695761375904
1 47 514194.5374 3374888.746 "PINPAL" 18.8 16.8 2 0.000143910513197452 4.36795829753434 52.221892417032 0.00408452946346024
1 86 514180.9202 3374853.067 "PINPAL" 18.5 11 2 0.000143910513197452 4.19560530592269 50.375302521645 0.0039616434811583
1 98 514177.0707 3374847.034 "PINPAL" 18.5 16.2 2 0.000143910513197452 4.23230999963025 50.375302521645 0.0039616434811583
1 15 514172.977 3374932.28 "QUELAE" 18.3 8.5 3 0.000143910513197452 3.59387258262806 102.276260801043 0.00574097248181375
1 16 514179.5513 3374931.214 "QUELAE" 17.8 7.3 3 0.000143910513197452 3.44010419560661 95.5458996196851 0.00551417103915291
1 24 514176.8734 3374917.103 "QUELAE" 17.8 6.7 3 0.000143910513197452 3.43420932394522 95.5458996196851 0.00551417103915291
1 55 514179.6575 3374879.373 "PINPAL" 17.8 20.1 2 0.000143910513197452 3.95896450968602 46.209078109876 0.00368183109961234
1 92 514208.2455 3374855.087 "PINPAL" 17.5 15.8 2 0.000143910513197452 3.80590366850512 44.4842724564468 0.00356488506074314
1 30 514150.7712 3374911.716 "PINPAL" 16.8 15.5 2 0.000143910513197452 3.52024889110607 40.6003251428611 0.00329897180185312
1 36 514176.3053 3374903.993 "PINPAL" 16.8 14 2 0.000143910513197452 3.51143205569763 40.6003251428611 0.00329897180185312
1 96 514189.5538 3374847.56 "QUELAE" 16 9.1 3 0.000143910513197452 2.9609558786549 73.5264580805352 0.00472186650158627
1 82 514179.17 3374863.315 "PINPAL" 14.7 2.7 2 0.000143910513197452 2.67340046068257 30.1122726631006 0.00256007032836783
1 21 514193.2932 3374922.965 "PINPAL" 13.7 12.8 2 0.000143910513197452 2.3789266363844 25.7198225776195 0.00223948745731758
1 73 514172.6131 3374873.048 "PINPAL" 13.5 6.7 2 0.000143910513197452 2.28973981674727 24.8871011529073 0.00217781058231468
1 5 514172.3468 3374944.58 "PINPAL" 12.7 11.6 2 0.000143910513197452 2.05587614475934 21.7070130119759 0.00193927564604495
1 23 514186.3284 3374914.456 "PINPAL" 12.4 12.8 2 0.000143910513197452 1.9685954280558 20.5761951619161 0.00185320753580033
1 6 514171.9417 3374946.197 "PINPAL" 11.7 11.3 2 0.000143910513197452 1.75848879013906 18.0670521306253 0.00165959160334864
1 151 514184.493736722 3374909.87372179 "QUELAE" 10.1544601202384 5.77427058903752 3 0.000143910513197452 1.51356005152695 24.0567639800315 0.002436715519688
1 453 514154.4960336 3374883.77939826 "QUELAE" 10.1450010503642 5.77204238523191 3 0.000143910513197452 1.51149940713091 24.0017371501722 0.00243341359353027
1 623 514179.847218585 3374891.43283429 "QUELAE" 10.1298703154176 5.76847641158532 3 0.000143910513197452 1.50820505472585 23.9138715204566 0.00242813474224416
1 122 514153.263464954 3374940.9558796 "QUELAE" 10.1223728927225 5.76670864449571 3 0.000143910513197452 1.50657351855603 23.8704040592269 0.0024255203500089
1 660 514211.749046939 3374910.74467048 "QUELAE" 10.0994240196422 5.76129440925152 3 0.000143910513197452 1.50158303671724 23.737645790873 0.00241752342912188
1 123 514185.47063498 3374932.34023514 "QUELAE" 10.0989301121421 5.76117782930857 3 0.000143910513197452 1.50147568902612 23.7347933825719 0.00241735140954785
1 526 514185.595466969 3374872.36910276 "QUELAE" 10.0937461757287 5.7599540954687 3 0.000143910513197452 1.50034914018824 23.7048674414861 0.00241554616369353
1 196 514213.689620397 3374866.51317876 "QUELAE" 10.0737987077795 5.75524288464399 3 0.000143910513197452 1.4960167572219 23.5899230348327 0.0024086036241369
1 121 514188.783302114 3374878.38342641 "QUELAE" 10.0720117500611 5.75482065642793 3 0.000143910513197452 1.49562884291752 23.5796421165638 0.0024079819943597
1 264 514202.054793584 3374944.50879219 "QUELAE" 10.0603544959985 5.75206550293423 3 0.000143910513197452 1.49309906102116 23.5126395506911 0.0024039280118109
1 440 514191.007905148 3374863.62972626 "QUELAE" 10.0585262450762 5.75163328547143 3 0.000143910513197452 1.49270242931416 23.5021415425831 0.00240329240431205
1 530 514162.619935416 3374876.2045204 "QUELAE" 10.0494010171294 5.74947551465171 3 0.000143910513197452 1.49072324851863 23.4497850927172 0.00240012072465175
1 339 514155.774851684 3374899.47159346 "QUELAE" 10.0349940747395 5.74606721427284 3 0.000143910513197452 1.48760021028372 23.3672654678779 0.00239511593280887
1 696 514175.247813886 3374860.00864235 "QUELAE" 10.0275114722736 5.74429625292585 3 0.000143910513197452 1.48597900448689 23.3244749078793 0.00239251785952288
1 404 514193.459879781 3374849.68461543 "QUELAE" 10.025978346169 5.74393333137647 3 0.000143910513197452 1.48564690158577 23.3157132011518 0.0023919856436953
1 480 514204.666304812 3374932.52660038 "QUELAE" 10.0227539847046 5.74316998785426 3 0.000143910513197452 1.48494852343729 23.2972925744765 0.00239086644616263
1 276 514156.708401322 3374939.61756397 "QUELAE" 10.0024161190353 5.73835287278314 3 0.000143910513197452 1.48054586467831 23.1813022123463 0.00238381081274972
1 687 514197.428430811 3374880.29325059 "QUELAE" 9.98738579971716 5.73479034336484 3 0.000143910513197452 1.47729483285414 23.0958022372338 0.00237860067104603
1 486 514204.95272149 3374928.7066348 "QUELAE" 9.98700092321262 5.73469909054085 3 0.000143910513197452 1.47721161456475 23.0936153270952 0.00237846730345827
1 221 514153.049256567 3374931.1887098 "QUELAE" 9.97423137841746 5.73167067573586 3 0.000143910513197452 1.47445141879116 23.0211270025857 0.00237404372099971
1 650 514170.010966184 3374854.05458313 "QUELAE" 9.95803775744513 5.72782796734568 3 0.000143910513197452 1.47095345347488 22.9293956687824 0.00236843768669593
1 662 514159.22574387 3374881.37572345 "QUELAE" 9.93419319843873 5.72216513333834 3 0.000143910513197452 1.46580762666225 22.7947195564729 0.00236019053974306
1 722 514168.876904244 3374945.81837837 "QUELAE" 9.904369181972 5.71507454347379 3 0.000143910513197452 1.45937946219961 22.6269327839098 0.00234988794292139
1 416 514152.624550395 3374872.08520201 "QUELAE" 9.90180872656405 5.71446540141337 3 0.000143910513197452 1.45882800916099 22.6125621878039 0.00234900410018166
1 635 514185.781589499 3374885.16344294 "QUELAE" 9.87178428808227 5.70731774245319 3 0.000143910513197452 1.45236649913533 22.4444533484375 0.00233864773701458
1 603 514149.403274577 3374887.04684615 "QUELAE" 9.85723447300494 5.70385085029371 3 0.000143910513197452 1.44923853765519 22.3632554414009 0.00233363420335741
1 535 514155.43139758 3374876.78801701 "QUELAE" 9.84016352994368 5.69978060648053 3 0.000143910513197452 1.44557130998114 22.2682103347293 0.00232775623821005
1 709 514208.629979035 3374897.29387538 "QUELAE" 9.83127056444064 5.69765912239949 3 0.000143910513197452 1.44366206825552 22.2187924570344 0.00232469599834037
1 226 514186.510050384 3374844.53867847 "QUELAE" 9.80929365947843 5.69241305420711 3 0.000143910513197452 1.43894725998341 22.0969467697638 0.00231713872667613
1 430 514167.894738856 3374927.18750915 "QUELAE" 9.78615606917068 5.68688481252189 3 0.000143910513197452 1.43398874324578 21.9690950941774 0.00230919064706032
1 624 514214.14648491 3374909.17884646 "QUELAE" 9.77663853922859 5.68460927351877 3 0.000143910513197452 1.43195066185099 21.9166316274423 0.0023059237249531
1 326 514203.381755084 3374903.7423401 "QUELAE" 9.77035449707881 5.68310633853847 3 0.000143910513197452 1.43060550359495 21.8820328756861 0.0023037675006167
1 645 514195.050724671 3374881.22585134 "QUELAE" 9.76025875819847 5.68069095791168 3 0.000143910513197452 1.42844525707416 21.826515500604 0.00230030470144539
1 253 514168.376261286 3374901.908211 "QUELAE" 9.7359742359072 5.67487682860431 3 0.000143910513197452 1.42325320078 21.6933151309574 0.00229198187989185
1 679 514206.053013852 3374922.07167232 "QUELAE" 9.71552113201469 5.66997548208044 3 0.000143910513197452 1.4188849685035 21.5815049882185 0.00228497948994824
1 558 514174.922124018 3374923.16170533 "QUELAE" 9.68535893045366 5.66273988852165 3 0.000143910513197452 1.41245092441786 21.4172433444107 0.00227466529773956
1 438 514174.569562111 3374937.44424437 "QUELAE" 9.64483257472515 5.65300376581406 3 0.000143910513197452 1.40382069459802 21.1977098891657 0.00226083000351127
1 559 514155.908264572 3374884.06064493 "QUELAE" 9.60729014500976 5.64396982235785 3 0.000143910513197452 1.39584091145271 20.9955362968037 0.00224803696946299
1 247 514202.07653654 3374853.96366345 "QUELAE" 9.60634952291846 5.64374329568791 3 0.000143910513197452 1.39564116436295 20.9904856061968 0.00224771673281138
1 556 514198.812264698 3374867.78014955 "QUELAE" 9.5349793438986 5.62652937421847 3 0.000143910513197452 1.38051177199182 20.6093611656253 0.00222346027894806
1 641 514166.379836396 3374907.38222567 "QUELAE" 9.49228449648246 5.61620695186755 3 0.000143910513197452 1.37148619138321 20.3833434230477 0.00220898906097337
1 690 514166.445254886 3374929.6762351 "QUELAE" 9.4897526193969 5.61559422905745 3 0.000143910513197452 1.37095155001203 20.3699865931528 0.00220813182166909
1 383 514192.494861786 3374849.93610162 "QUELAE" 9.47400964694098 5.61178290078878 3 0.000143910513197452 1.36762868681391 20.2870515691356 0.0022028039243464
1 194 514195.192424028 3374904.02622517 "QUELAE" 9.4727496364899 5.61147774589094 3 0.000143910513197452 1.36736284760871 20.280422421675 0.00220237767274979
1 125 514152.121526937 3374933.02577063 "QUELAE" 9.46210643857717 5.60889947784718 3 0.000143910513197452 1.36511798219663 20.2244778474312 0.00219877819228345
1 630 514159.08357963 3374915.281577 "QUELAE" 9.43916034029797 5.60333691660939 3 0.000143910513197452 1.36028217446176 20.104176331904 0.0021910241946747
1 335 514149.765389243 3374879.32144256 "QUELAE" 9.41285753697157 5.59695393627449 3 0.000143910513197452 1.35474566300567 19.9667995934141 0.00218214643680213
1 200 514182.346067058 3374879.66338443 "QUELAE" 9.4055364359729 5.5951760275588 3 0.000143910513197452 1.35320591129773 19.9286616097813 0.00217967741495037
1 490 514211.20330685 3374851.94165603 "QUELAE" 9.38308011019602 5.58971909872835 3 0.000143910513197452 1.34848643603845 19.8119489685988 0.00217210953412025
1 353 514211.982837852 3374935.66899244 "QUELAE" 9.37707955904305 5.58826006509411 3 0.000143910513197452 1.34722623274574 19.7808310141641 0.00217008871595687
1 670 514163.54995618 3374880.53637365 "QUELAE" 9.35952374255285 5.5839892124816 3 0.000143910513197452 1.34354140498937 19.6899557220338 0.00216417978611087
1 495 514157.397094519 3374892.68128214 "QUELAE" 9.30307134136558 5.570234000828 3 0.000143910513197452 1.33171424172039 19.399417731273 0.00214521325074669
1 306 514192.437557199 3374916.24468528 "QUELAE" 9.297761344295 5.56893844089683 3 0.000143910513197452 1.33060347108277 19.3722210131598 0.00214343191825029
1 394 514199.13595043 3374912.24456567 "QUELAE" 9.267324934192 5.56150666514999 3 0.000143910513197452 1.32424231958827 19.2167682645144 0.00213323041960889
1 224 514161.208122962 3374891.34556168 "QUELAE" 9.24974479975179 5.55720958532384 3 0.000143910513197452 1.32057251852752 19.1273166554881 0.00212734495124069
1 498 514179.121866606 3374852.4312825 "QUELAE" 9.23591891916469 5.55382784405637 3 0.000143910513197452 1.31768867971806 19.0571413224796 0.00212271990356944
1 388 514169.615254952 3374848.66168678 "QUELAE" 9.22025149794295 5.54999321047281 3 0.000143910513197452 1.31442314837534 18.9778037874689 0.00211748262824007
1 659 514167.286088799 3374903.71205403 "QUELAE" 9.21751767542213 5.54932383346049 3 0.000143910513197452 1.3138536065697 18.9639802185789 0.00211656918597758
1 167 514187.673810174 3374942.24551339 "QUELAE" 9.2026174287498 5.54567410111059 3 0.000143910513197452 1.31075079161472 18.8887421227744 0.0021115927874781
1 111 514169.719171785 3374945.24362006 "QUELAE" 9.20028656270355 5.54510295366135 3 0.000143910513197452 1.31026562477123 18.8769885651227 0.00211081465402954
1 644 514206.174692621 3374940.21421208 "QUELAE" 9.19192677771673 5.54305402191321 3 0.000143910513197452 1.3085260152249 18.8348694345813 0.00210802457151825
1 263 514148.169399985 3374855.15370143 "QUELAE" 9.16358333881944 5.53610163769448 3 0.000143910513197452 1.30263342054826 18.6924816406715 0.00209857352909559
1 451 514180.069859754 3374854.61389713 "QUELAE" 9.13807890940458 5.52983824360978 3 0.000143910513197452 1.2973382795323 18.5649034213091 0.00209008050715533
1 332 514190.411175919 3374909.59804193 "QUELAE" 9.09447078576311 5.51911262823815 3 0.000143910513197452 1.28830039569692 18.3479661678719 0.00207558390092717
1 600 514174.697504224 3374866.38892574 "QUELAE" 9.08464121015743 5.51669214650075 3 0.000143910513197452 1.28626596596068 18.2992757288396 0.00207232062498069
1 457 514208.866360742 3374903.67543215 "QUELAE" 9.07982129074633 5.51550488179819 3 0.000143910513197452 1.28526875912404 18.27542846793 0.00207072106875165
1 307 514188.217352646 3374942.86529529 "QUELAE" 9.06686971852556 5.51231333525686 3 0.000143910513197452 1.28259038835513 18.2114399909639 0.00206642482617667
1 482 514186.965554056 3374899.17643989 "QUELAE" 9.04884209832177 5.50786788852614 3 0.000143910513197452 1.27886525108805 18.1225942931543 0.00206044942503587
1 218 514185.733327919 3374927.75537795 "QUELAE" 9.02972923992202 5.50315094193364 3 0.000143910513197452 1.27491962471666 18.0286814790165 0.00205412022581491
1 126 514185.250319418 3374888.65936887 "QUELAE" 9.02938736455515 5.50306653248605 3 0.000143910513197452 1.274849083787 18.0270042762353 0.00205400706965699
1 368 514190.438519875 3374940.45689628 "QUELAE" 9.02924202932045 5.50303064864908 3 0.000143910513197452 1.27481909638449 18.0262913056599 0.00205395896623542
1 393 514184.618097472 3374872.42861908 "QUELAE" 9.02497636519372 5.50197733607877 3 0.000143910513197452 1.27393905040746 18.0053726991838 0.00205254726291816
1 420 514169.090306858 3374894.23464127 "QUELAE" 9.01076957277954 5.49846783491735 3 0.000143910513197452 1.27100944957947 17.9358071353594 0.0020478477752095
1 288 514189.52573291 3374930.1028054 "QUELAE" 8.98048655973747 5.4909795954576 3 0.000143910513197452 1.26477190321181 17.7880547709347 0.00203784166034631
1 106 514185.11871626 3374887.82357696 "QUELAE" 8.98006652155891 5.49087565910149 3 0.000143910513197452 1.26468545433424 17.7860104783006 0.00203770297910898
1 367 514179.314617925 3374909.33144195 "QUELAE" 8.97281174138188 5.48908019137123 3 0.000143910513197452 1.26319262992848 17.7507240194805 0.00203530818192518
1 186 514187.262945106 3374857.76566426 "QUELAE" 8.95761591570452 5.48531752134457 3 0.000143910513197452 1.26006758237363 17.6769478247963 0.00203029490713941
1 548 514190.243005984 3374878.99226824 "QUELAE" 8.93561157498509 5.47986442947764 3 0.000143910513197452 1.25554671037743 17.5704388989615 0.00202304228318955
1 109 514176.311380016 3374866.07750367 "QUELAE" 8.88803467910737 5.46805548660816 3 0.000143910513197452 1.24578951904049 17.3414532595528 0.00200738873182961
1 549 514174.777653683 3374939.96366752 "QUELAE" 8.8850885783881 5.46732340785127 3 0.000143910513197452 1.24518612013307 17.327332340835 0.00200642066893968
1 346 514149.243566497 3374902.5811277 "QUELAE" 8.88257178647444 5.46669793106667 3 0.000143910513197452 1.24467072263754 17.3152745395164 0.00200559378882963
1 516 514192.954656377 3374863.14010164 "QUELAE" 8.87621761731803 5.46511846663615 3 0.000143910513197452 1.24336979497175 17.2848542359577 0.00200350663085183
1 114 514179.570703483 3374917.86702714 "QUELAE" 8.87258723361418 5.4642158532104 3 0.000143910513197452 1.24262671834041 17.2674881724174 0.00200231446150708
1 539 514189.336966959 3374920.00844281 "QUELAE" 8.74752328591421 5.43303026340023 3 0.000143910513197452 1.21711461689328 16.6755478062361 0.00196138098513353
1 107 514188.504110985 3374933.48150043 "QUELAE" 8.73621547464281 5.43020177228642 3 0.000143910513197452 1.2148162022292 16.6226296252282 0.00195769298753731
1 436 514211.475675648 3374930.80709453 "QUELAE" 8.72364815205336 5.42705650465267 3 0.000143910513197452 1.21226339902676 16.5639341893754 0.00195359675300754
1 112 514211.533395468 3374889.18146599 "QUELAE" 8.71590220605955 5.42511699238437 3 0.000143910513197452 1.21069081247544 16.5278182171521 0.0019510733507342
1 617 514200.843847061 3374921.53716559 "QUELAE" 8.70622973671183 5.42269412359823 3 0.000143910513197452 1.20872801193759 16.4827853280398 0.00194792377596824
1 290 514212.310895912 3374928.96958372 "QUELAE" 8.6752887362428 5.4149363971279 3 0.000143910513197452 1.20245605581557 16.3392198756757 0.00193785938080308
1 632 514156.989024275 3374898.67446416 "QUELAE" 8.67383435014635 5.41457147063755 3 0.000143910513197452 1.2021614965582 16.3324898836472 0.00193738670380982
1 448 514184.946682838 3374848.64000852 "QUELAE" 8.67044489866123 5.41372091280069 3 0.000143910513197452 1.20147511415578 16.3168119961718 0.00193628526850435
1 668 514195.969661382 3374869.70859545 "QUELAE" 8.66637571079657 5.41269960355365 3 0.000143910513197452 1.20065124579626 16.298001785703 0.00193496320499966
